# name input_path ligand_code designs
ccd_4fd ./data/rfd3/ccd_ligands/structures/4FD.cif 4FD 3
ccd_a1aj3 ./data/rfd3/ccd_ligands/structures/A1AJ3.cif A1AJ3 3
ccd_d3z ./data/rfd3/ccd_ligands/structures/D3Z.cif D3Z 3
ccd_tb5 ./data/rfd3/ccd_ligands/structures/TB5.cif TB5 3
ccd_b77 ./data/rfd3/ccd_ligands/structures/B77.cif B77 3
ccd_rdj ./data/rfd3/ccd_ligands/structures/RDJ.cif RDJ 3
ccd_o9x ./data/rfd3/ccd_ligands/structures/O9X.cif O9X 3
ccd_tr4 ./data/rfd3/ccd_ligands/structures/TR4.cif TR4 3
ccd_ssy ./data/rfd3/ccd_ligands/structures/SSY.cif SSY 3
ccd_a1io3 ./data/rfd3/ccd_ligands/structures/A1IO3.cif A1IO3 3
ccd_eya ./data/rfd3/ccd_ligands/structures/EYA.cif EYA 3
ccd_uqa ./data/rfd3/ccd_ligands/structures/UQA.cif UQA 3
ccd_a1bbx ./data/rfd3/ccd_ligands/structures/A1BBX.cif A1BBX 3
ccd_zve ./data/rfd3/ccd_ligands/structures/ZVE.cif ZVE 3
ccd_w5c ./data/rfd3/ccd_ligands/structures/W5C.cif W5C 3
ccd_whp ./data/rfd3/ccd_ligands/structures/WHP.cif WHP 3
ccd_5sj ./data/rfd3/ccd_ligands/structures/5SJ.cif 5SJ 3
ccd_nqs ./data/rfd3/ccd_ligands/structures/NQS.cif NQS 3
ccd_xxl ./data/rfd3/ccd_ligands/structures/XXL.cif XXL 3
ccd_ofz ./data/rfd3/ccd_ligands/structures/OFZ.cif OFZ 3
ccd_4zl ./data/rfd3/ccd_ligands/structures/4ZL.cif 4ZL 3
ccd_pwg ./data/rfd3/ccd_ligands/structures/PWG.cif PWG 3
ccd_k7u ./data/rfd3/ccd_ligands/structures/K7U.cif K7U 3
ccd_8ss ./data/rfd3/ccd_ligands/structures/8SS.cif 8SS 3
ccd_c4f ./data/rfd3/ccd_ligands/structures/C4F.cif C4F 3
ccd_oid ./data/rfd3/ccd_ligands/structures/OID.cif OID 3
ccd_5c1 ./data/rfd3/ccd_ligands/structures/5C1.cif 5C1 3
ccd_lqg ./data/rfd3/ccd_ligands/structures/LQG.cif LQG 3
ccd_wz9 ./data/rfd3/ccd_ligands/structures/WZ9.cif WZ9 3
ccd_hxy ./data/rfd3/ccd_ligands/structures/HXY.cif HXY 3
ccd_vao ./data/rfd3/ccd_ligands/structures/VAO.cif VAO 3
ccd_1v4 ./data/rfd3/ccd_ligands/structures/1V4.cif 1V4 3
ccd_elq ./data/rfd3/ccd_ligands/structures/ELQ.cif ELQ 3
ccd_n50 ./data/rfd3/ccd_ligands/structures/N50.cif N50 3
ccd_1hp ./data/rfd3/ccd_ligands/structures/1HP.cif 1HP 3
ccd_3gx ./data/rfd3/ccd_ligands/structures/3GX.cif 3GX 3
ccd_wh1 ./data/rfd3/ccd_ligands/structures/WH1.cif WH1 3
ccd_jmj ./data/rfd3/ccd_ligands/structures/JMJ.cif JMJ 3
ccd_xit ./data/rfd3/ccd_ligands/structures/XIT.cif XIT 3
ccd_0x7 ./data/rfd3/ccd_ligands/structures/0X7.cif 0X7 3
ccd_s9d ./data/rfd3/ccd_ligands/structures/S9D.cif S9D 3
ccd_c7i ./data/rfd3/ccd_ligands/structures/C7I.cif C7I 3
ccd_a1a9h ./data/rfd3/ccd_ligands/structures/A1A9H.cif A1A9H 3
ccd_sg2 ./data/rfd3/ccd_ligands/structures/SG2.cif SG2 3
ccd_g9h ./data/rfd3/ccd_ligands/structures/G9H.cif G9H 3
ccd_u5b ./data/rfd3/ccd_ligands/structures/U5B.cif U5B 3
ccd_wv7 ./data/rfd3/ccd_ligands/structures/WV7.cif WV7 3
ccd_svo ./data/rfd3/ccd_ligands/structures/SVO.cif SVO 3
ccd_4ao ./data/rfd3/ccd_ligands/structures/4AO.cif 4AO 3
ccd_p4h ./data/rfd3/ccd_ligands/structures/P4H.cif P4H 3
ccd_27f ./data/rfd3/ccd_ligands/structures/27F.cif 27F 3
ccd_v3w ./data/rfd3/ccd_ligands/structures/V3W.cif V3W 3
ccd_nz9 ./data/rfd3/ccd_ligands/structures/NZ9.cif NZ9 3
ccd_s6v ./data/rfd3/ccd_ligands/structures/S6V.cif S6V 3
ccd_a1a77 ./data/rfd3/ccd_ligands/structures/A1A77.cif A1A77 3
ccd_dp3 ./data/rfd3/ccd_ligands/structures/DP3.cif DP3 3
ccd_7qr ./data/rfd3/ccd_ligands/structures/7QR.cif 7QR 3
ccd_a1ibe ./data/rfd3/ccd_ligands/structures/A1IBE.cif A1IBE 3
ccd_0qx ./data/rfd3/ccd_ligands/structures/0QX.cif 0QX 3
ccd_49r ./data/rfd3/ccd_ligands/structures/49R.cif 49R 3
ccd_a1bem ./data/rfd3/ccd_ligands/structures/A1BEM.cif A1BEM 3
ccd_0sw ./data/rfd3/ccd_ligands/structures/0SW.cif 0SW 3
ccd_23m ./data/rfd3/ccd_ligands/structures/23M.cif 23M 3
ccd_a1emh ./data/rfd3/ccd_ligands/structures/A1EMH.cif A1EMH 3
ccd_gus ./data/rfd3/ccd_ligands/structures/GUS.cif GUS 3
ccd_697 ./data/rfd3/ccd_ligands/structures/697.cif 697 3
ccd_dsy ./data/rfd3/ccd_ligands/structures/DSY.cif DSY 3
ccd_m4q ./data/rfd3/ccd_ligands/structures/M4Q.cif M4Q 3
ccd_uq4 ./data/rfd3/ccd_ligands/structures/UQ4.cif UQ4 3
ccd_wct ./data/rfd3/ccd_ligands/structures/WCT.cif WCT 3
ccd_3nb ./data/rfd3/ccd_ligands/structures/3NB.cif 3NB 3
ccd_8hl ./data/rfd3/ccd_ligands/structures/8HL.cif 8HL 3
ccd_ejy ./data/rfd3/ccd_ligands/structures/EJY.cif EJY 3
ccd_a1iuz ./data/rfd3/ccd_ligands/structures/A1IUZ.cif A1IUZ 3
ccd_iwi ./data/rfd3/ccd_ligands/structures/IWI.cif IWI 3
ccd_92n ./data/rfd3/ccd_ligands/structures/92N.cif 92N 3
ccd_pma ./data/rfd3/ccd_ligands/structures/PMA.cif PMA 3
ccd_f4a ./data/rfd3/ccd_ligands/structures/F4A.cif F4A 3
ccd_9y4 ./data/rfd3/ccd_ligands/structures/9Y4.cif 9Y4 3
ccd_4p6 ./data/rfd3/ccd_ligands/structures/4P6.cif 4P6 3
ccd_a1bxl ./data/rfd3/ccd_ligands/structures/A1BXL.cif A1BXL 3
ccd_5sk ./data/rfd3/ccd_ligands/structures/5SK.cif 5SK 3
ccd_i77 ./data/rfd3/ccd_ligands/structures/I77.cif I77 3
ccd_umj ./data/rfd3/ccd_ligands/structures/UMJ.cif UMJ 3
ccd_xo3 ./data/rfd3/ccd_ligands/structures/XO3.cif XO3 3
ccd_wor ./data/rfd3/ccd_ligands/structures/WOR.cif WOR 3
ccd_8cb ./data/rfd3/ccd_ligands/structures/8CB.cif 8CB 3
ccd_v36 ./data/rfd3/ccd_ligands/structures/V36.cif V36 3
ccd_vus ./data/rfd3/ccd_ligands/structures/VUS.cif VUS 3
ccd_apf ./data/rfd3/ccd_ligands/structures/APF.cif APF 3
ccd_n7m ./data/rfd3/ccd_ligands/structures/N7M.cif N7M 3
ccd_wws ./data/rfd3/ccd_ligands/structures/WWS.cif WWS 3
ccd_m6r ./data/rfd3/ccd_ligands/structures/M6R.cif M6R 3
ccd_ow9 ./data/rfd3/ccd_ligands/structures/OW9.cif OW9 3
ccd_ik1 ./data/rfd3/ccd_ligands/structures/IK1.cif IK1 3
ccd_4vc ./data/rfd3/ccd_ligands/structures/4VC.cif 4VC 3
ccd_nqo ./data/rfd3/ccd_ligands/structures/NQO.cif NQO 3
ccd_9ps ./data/rfd3/ccd_ligands/structures/9PS.cif 9PS 3
ccd_a3v ./data/rfd3/ccd_ligands/structures/A3V.cif A3V 3
ccd_a1a9g ./data/rfd3/ccd_ligands/structures/A1A9G.cif A1A9G 3
ccd_7n4 ./data/rfd3/ccd_ligands/structures/7N4.cif 7N4 3
ccd_mpe ./data/rfd3/ccd_ligands/structures/MPE.cif MPE 3
ccd_k0o ./data/rfd3/ccd_ligands/structures/K0O.cif K0O 3
ccd_a1b19 ./data/rfd3/ccd_ligands/structures/A1B19.cif A1B19 3
ccd_1v6 ./data/rfd3/ccd_ligands/structures/1V6.cif 1V6 3
ccd_91f ./data/rfd3/ccd_ligands/structures/91F.cif 91F 3
ccd_m84 ./data/rfd3/ccd_ligands/structures/M84.cif M84 3
ccd_6s0 ./data/rfd3/ccd_ligands/structures/6S0.cif 6S0 3
ccd_vd8 ./data/rfd3/ccd_ligands/structures/VD8.cif VD8 3
ccd_v8i ./data/rfd3/ccd_ligands/structures/V8I.cif V8I 3
ccd_hno ./data/rfd3/ccd_ligands/structures/HNO.cif HNO 3
ccd_a1bnn ./data/rfd3/ccd_ligands/structures/A1BNN.cif A1BNN 3
ccd_v7r ./data/rfd3/ccd_ligands/structures/V7R.cif V7R 3
ccd_17w ./data/rfd3/ccd_ligands/structures/17W.cif 17W 3
ccd_ubp ./data/rfd3/ccd_ligands/structures/UBP.cif UBP 3
ccd_opa ./data/rfd3/ccd_ligands/structures/OPA.cif OPA 3
ccd_x07 ./data/rfd3/ccd_ligands/structures/X07.cif X07 3
ccd_a1b5l ./data/rfd3/ccd_ligands/structures/A1B5L.cif A1B5L 3
ccd_geh ./data/rfd3/ccd_ligands/structures/GEH.cif GEH 3
ccd_f1v ./data/rfd3/ccd_ligands/structures/F1V.cif F1V 3
ccd_a1bay ./data/rfd3/ccd_ligands/structures/A1BAY.cif A1BAY 3
ccd_zys ./data/rfd3/ccd_ligands/structures/ZYS.cif ZYS 3
ccd_rjj ./data/rfd3/ccd_ligands/structures/RJJ.cif RJJ 3
ccd_a1axy ./data/rfd3/ccd_ligands/structures/A1AXY.cif A1AXY 3
ccd_407 ./data/rfd3/ccd_ligands/structures/407.cif 407 3
ccd_bs4 ./data/rfd3/ccd_ligands/structures/BS4.cif BS4 3
ccd_oy2 ./data/rfd3/ccd_ligands/structures/OY2.cif OY2 3
ccd_a1d48 ./data/rfd3/ccd_ligands/structures/A1D48.cif A1D48 3
ccd_a1a0k ./data/rfd3/ccd_ligands/structures/A1A0K.cif A1A0K 3
ccd_8wx ./data/rfd3/ccd_ligands/structures/8WX.cif 8WX 3
ccd_b98 ./data/rfd3/ccd_ligands/structures/B98.cif B98 3
ccd_go5 ./data/rfd3/ccd_ligands/structures/GO5.cif GO5 3
ccd_z88 ./data/rfd3/ccd_ligands/structures/Z88.cif Z88 3
ccd_hsp ./data/rfd3/ccd_ligands/structures/HSP.cif HSP 3
ccd_sil ./data/rfd3/ccd_ligands/structures/SIL.cif SIL 3
ccd_50p ./data/rfd3/ccd_ligands/structures/50P.cif 50P 3
ccd_a1bs8 ./data/rfd3/ccd_ligands/structures/A1BS8.cif A1BS8 3
ccd_a1hz7 ./data/rfd3/ccd_ligands/structures/A1HZ7.cif A1HZ7 3
ccd_15c ./data/rfd3/ccd_ligands/structures/15C.cif 15C 3
ccd_8zb ./data/rfd3/ccd_ligands/structures/8ZB.cif 8ZB 3
ccd_h5v ./data/rfd3/ccd_ligands/structures/H5V.cif H5V 3
ccd_2qo ./data/rfd3/ccd_ligands/structures/2QO.cif 2QO 3
ccd_eic ./data/rfd3/ccd_ligands/structures/EIC.cif EIC 3
ccd_5q1 ./data/rfd3/ccd_ligands/structures/5Q1.cif 5Q1 3
ccd_f7u ./data/rfd3/ccd_ligands/structures/F7U.cif F7U 3
ccd_a1a9z ./data/rfd3/ccd_ligands/structures/A1A9Z.cif A1A9Z 3
ccd_4bt ./data/rfd3/ccd_ligands/structures/4BT.cif 4BT 3
ccd_0n4 ./data/rfd3/ccd_ligands/structures/0N4.cif 0N4 3
ccd_uv3 ./data/rfd3/ccd_ligands/structures/UV3.cif UV3 3
ccd_8hg ./data/rfd3/ccd_ligands/structures/8HG.cif 8HG 3
ccd_v0z ./data/rfd3/ccd_ligands/structures/V0Z.cif V0Z 3
ccd_wnq ./data/rfd3/ccd_ligands/structures/WNQ.cif WNQ 3
ccd_s4f ./data/rfd3/ccd_ligands/structures/S4F.cif S4F 3
ccd_a1a5w ./data/rfd3/ccd_ligands/structures/A1A5W.cif A1A5W 3
ccd_oe6 ./data/rfd3/ccd_ligands/structures/OE6.cif OE6 3
ccd_ky0 ./data/rfd3/ccd_ligands/structures/KY0.cif KY0 3
ccd_ib3 ./data/rfd3/ccd_ligands/structures/IB3.cif IB3 3
ccd_32v ./data/rfd3/ccd_ligands/structures/32V.cif 32V 3
ccd_oev ./data/rfd3/ccd_ligands/structures/OEV.cif OEV 3
ccd_xd4 ./data/rfd3/ccd_ligands/structures/XD4.cif XD4 3
ccd_f2u ./data/rfd3/ccd_ligands/structures/F2U.cif F2U 3
ccd_21d ./data/rfd3/ccd_ligands/structures/21D.cif 21D 3
ccd_3tx ./data/rfd3/ccd_ligands/structures/3TX.cif 3TX 3
ccd_5dj ./data/rfd3/ccd_ligands/structures/5DJ.cif 5DJ 3
ccd_7ie ./data/rfd3/ccd_ligands/structures/7IE.cif 7IE 3
ccd_as1 ./data/rfd3/ccd_ligands/structures/AS1.cif AS1 3
ccd_q0o ./data/rfd3/ccd_ligands/structures/Q0O.cif Q0O 3
ccd_dqj ./data/rfd3/ccd_ligands/structures/DQJ.cif DQJ 3
ccd_bdt ./data/rfd3/ccd_ligands/structures/BDT.cif BDT 3
ccd_zom ./data/rfd3/ccd_ligands/structures/ZOM.cif ZOM 3
ccd_33e ./data/rfd3/ccd_ligands/structures/33E.cif 33E 3
ccd_ax8 ./data/rfd3/ccd_ligands/structures/AX8.cif AX8 3
ccd_9cf ./data/rfd3/ccd_ligands/structures/9CF.cif 9CF 3
ccd_aqi ./data/rfd3/ccd_ligands/structures/AQI.cif AQI 3
ccd_07u ./data/rfd3/ccd_ligands/structures/07U.cif 07U 3
ccd_a1igd ./data/rfd3/ccd_ligands/structures/A1IGD.cif A1IGD 3
ccd_cq9 ./data/rfd3/ccd_ligands/structures/CQ9.cif CQ9 3
ccd_a1b3d ./data/rfd3/ccd_ligands/structures/A1B3D.cif A1B3D 3
ccd_xbf ./data/rfd3/ccd_ligands/structures/XBF.cif XBF 3
ccd_xlw ./data/rfd3/ccd_ligands/structures/XLW.cif XLW 3
ccd_su1 ./data/rfd3/ccd_ligands/structures/SU1.cif SU1 3
ccd_uhq ./data/rfd3/ccd_ligands/structures/UHQ.cif UHQ 3
ccd_tu8 ./data/rfd3/ccd_ligands/structures/TU8.cif TU8 3
ccd_89c ./data/rfd3/ccd_ligands/structures/89C.cif 89C 3
ccd_36i ./data/rfd3/ccd_ligands/structures/36I.cif 36I 3
ccd_6oz ./data/rfd3/ccd_ligands/structures/6OZ.cif 6OZ 3
ccd_a1bsl ./data/rfd3/ccd_ligands/structures/A1BSL.cif A1BSL 3
ccd_a1b8i ./data/rfd3/ccd_ligands/structures/A1B8I.cif A1B8I 3
ccd_gr2 ./data/rfd3/ccd_ligands/structures/GR2.cif GR2 3
ccd_kj1 ./data/rfd3/ccd_ligands/structures/KJ1.cif KJ1 3
ccd_d6a ./data/rfd3/ccd_ligands/structures/D6A.cif D6A 3
ccd_4zn ./data/rfd3/ccd_ligands/structures/4ZN.cif 4ZN 3
ccd_t1o ./data/rfd3/ccd_ligands/structures/T1O.cif T1O 3
ccd_9pp ./data/rfd3/ccd_ligands/structures/9PP.cif 9PP 3
ccd_c6w ./data/rfd3/ccd_ligands/structures/C6W.cif C6W 3
ccd_abw ./data/rfd3/ccd_ligands/structures/ABW.cif ABW 3
ccd_74u ./data/rfd3/ccd_ligands/structures/74U.cif 74U 3
ccd_tbi ./data/rfd3/ccd_ligands/structures/TBI.cif TBI 3
ccd_ed0 ./data/rfd3/ccd_ligands/structures/ED0.cif ED0 3
ccd_zvj ./data/rfd3/ccd_ligands/structures/ZVJ.cif ZVJ 3
ccd_yfs ./data/rfd3/ccd_ligands/structures/YFS.cif YFS 3
ccd_252 ./data/rfd3/ccd_ligands/structures/252.cif 252 3
ccd_t3g ./data/rfd3/ccd_ligands/structures/T3G.cif T3G 3
ccd_bi5 ./data/rfd3/ccd_ligands/structures/BI5.cif BI5 3
ccd_gy0 ./data/rfd3/ccd_ligands/structures/GY0.cif GY0 3
ccd_h6k ./data/rfd3/ccd_ligands/structures/H6K.cif H6K 3
ccd_a1idd ./data/rfd3/ccd_ligands/structures/A1IDD.cif A1IDD 3
ccd_a1lxg ./data/rfd3/ccd_ligands/structures/A1LXG.cif A1LXG 3
ccd_7ce ./data/rfd3/ccd_ligands/structures/7CE.cif 7CE 3
ccd_9p1 ./data/rfd3/ccd_ligands/structures/9P1.cif 9P1 3
