name,input_path,ligand_code,formula_weight,heavy_atoms,hetero_atoms,elements,formula,ccd_name,weight_bin
ccd_5w4,./data/rfd3/ccd_ligands/structures/5W4.cif,5W4,318.369,24,4,"C,H,N,O",C20 H18 N2 O2,"(3~{S})-5-(3,5-dimethyl-1,2-oxazol-4-yl)-2-methyl-3-phenyl-3~{H}-isoindol-1-one",2
ccd_a1a73,./data/rfd3/ccd_ligands/structures/A1A73.cif,A1A73,318.758,22,7,"C,CL,H,N,O",C15 H15 Cl N4 O2,"(1R,2S)-1-(4-chlorophenyl)-2-[(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]propane-1,3-diol",2
ccd_p3t,./data/rfd3/ccd_ligands/structures/P3T.cif,P3T,319.294,21,9,"C,H,N,O,P",C12 H22 N3 O5 P,(4-{[(4-AMINOBUTYL)AMINO]METHYL}-5-HYDROXY-6-METHYLPYRIDIN-3-YL)METHYL DIHYDROGEN PHOSPHATE,2
ccd_5g4,./data/rfd3/ccd_ligands/structures/5G4.cif,5G4,319.354,24,4,"C,H,N,O",C20 H17 N O3,"4-{(E)-(4-hydroxyphenyl)[(2-methylphenyl)imino]methyl}benzene-1,3-diol",2
ccd_zx7,./data/rfd3/ccd_ligands/structures/ZX7.cif,ZX7,319.356,23,7,"C,H,N,O",C16 H21 N3 O4,"N-{[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methylpiperidin-2-yl]methyl}-1H-indole-2-carboxamide",2
ccd_qzr,./data/rfd3/ccd_ligands/structures/QZR.cif,QZR,319.402,21,7,"C,H,N,O,S",C14 H13 N3 O2 S2,"6-methyl-~{N}-(4-methylsulfonylphenyl)thieno[2,3-d]pyrimidin-4-amine",2
ccd_5lp,./data/rfd3/ccd_ligands/structures/5LP.cif,5LP,319.743,22,7,"C,CL,H,N,O",C15 H14 Cl N3 O3,2-[(2-azanyl-4-chloranyl-phenyl)carbamoylamino]-4-methyl-benzoic acid,2
ccd_t6w,./data/rfd3/ccd_ligands/structures/T6W.cif,T6W,319.784,20,8,"C,CL,H,N,O,S",C12 H16 Cl N2 O4 S,2-[2-chloranyl-4-[oxidanyl(oxidanylidene)-$l^{4}-azanyl]phenoxy]-2-methyl-~{N}-(2-sulfanylethyl)propanamide,2
ccd_s5f,./data/rfd3/ccd_ligands/structures/S5F.cif,S5F,320.777,22,8,"C,CL,H,N,O",C14 H17 Cl N6 O,"6-chloro-4-{(8S)-8-[(4H-1,2,4-triazol-4-yl)methyl]-6-azaspiro[3.4]octan-6-yl}pyrimidin-2(1H)-one",2
ccd_bc8,./data/rfd3/ccd_ligands/structures/BC8.cif,BC8,321.238,22,11,"C,H,N,O",C11 H15 N O10,beta-citryl-L-glutamic acid,2
ccd_ai3,./data/rfd3/ccd_ligands/structures/AI3.cif,AI3,322.335,24,5,"C,H,N,O",C19 H16 N O4,"2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM",2
ccd_n84,./data/rfd3/ccd_ligands/structures/N84.cif,N84,322.340,22,9,"C,H,N,O,S",C13 H14 N4 O4 S,4-hydroxy-3-({[(pyridin-4-yl)methyl]carbamoyl}amino)benzene-1-sulfonamide,2
ccd_if2,./data/rfd3/ccd_ligands/structures/IF2.cif,IF2,322.407,24,6,"C,H,N",C18 H22 N6,"2-methyl-3-{2-[1-methyl-3-(pyrrolidin-1-yl)-1H-1,2,4-triazol-5-yl]ethyl}quinoxaline",2
ccd_ir9,./data/rfd3/ccd_ligands/structures/IR9.cif,IR9,323.132,19,13,"C,H,N,O,P",C6 H15 N O10 P2,"[(2S,3R,4S,5S)-3,4-dihydroxypyrrolidine-2,5-diyl]bis(methylene) bis[dihydrogen (phosphate)]",2
ccd_l57,./data/rfd3/ccd_ligands/structures/L57.cif,L57,324.159,21,6,"C,CL,H,N,O",C15 H11 Cl2 N O3,"({(Z)-[(3,4-dichlorophenyl)(phenyl)methylidene]amino}oxy)acetic acid",2
ccd_8xu,./data/rfd3/ccd_ligands/structures/8XU.cif,8XU,324.181,21,12,"C,H,N,O,P",C9 H13 N2 O9 P,"1-(5-O-phosphono-beta-D-xylofuranosyl)pyrimidine-2,4(1H,3H)-dione",2
ccd_kk2,./data/rfd3/ccd_ligands/structures/KK2.cif,KK2,324.301,23,8,"C,F,H,N,O",C15 H15 F3 N4 O,4-(morpholin-4-yl)-6-[4-(trifluoromethyl)phenyl]pyrimidin-2-amine,2
ccd_o4l,./data/rfd3/ccd_ligands/structures/O4L.cif,O4L,324.334,24,7,"C,H,N,O",C17 H16 N4 O3,"N-(3-acetyl-2,5-dimethyl-1H-pyrrol-1-yl)-4-oxo-3,4-dihydrophthalazine-1-carboxamide",2
ccd_qgi,./data/rfd3/ccd_ligands/structures/QGI.cif,QGI,324.377,24,6,"C,H,N,O",C18 H20 N4 O2,"(1P)-2-amino-1-(3-hydroxy-2,6-dimethylphenyl)-5,6-dimethyl-1H-pyrrolo[2,3-b]pyridine-3-carboxamide",2
ccd_v3x,./data/rfd3/ccd_ligands/structures/V3X.cif,V3X,324.414,22,6,"C,F,H,N,O,S",C16 H21 F N2 O2 S,(2~{S})-~{N}-[(2~{S})-1-(4-fluoranyl-1~{H}-indol-3-yl)-3-oxidanyl-propan-2-yl]-3-methyl-2-sulfanyl-butanamide,2
ccd_igi,./data/rfd3/ccd_ligands/structures/IGI.cif,IGI,324.423,24,6,"C,H,N",C18 H24 N6,"(4S)-2-[2-(4-cyclopentyl-1-methyl-1H-imidazol-2-yl)ethyl]-5,8-dimethyl[1,2,4]triazolo[1,5-a]pyrazine",2
ccd_6x1,./data/rfd3/ccd_ligands/structures/6X1.cif,6X1,325.147,21,7,"C,CL,H,N,O",C14 H10 Cl2 N2 O3,"2-{[(3,5-dichlorophenyl)carbamoyl]amino}benzoic acid",2
ccd_l74,./data/rfd3/ccd_ligands/structures/L74.cif,L74,326.823,23,5,"C,CL,H,N",C18 H19 Cl N4,"3-{[4-(4-chlorophenyl)piperazin-1-yl]methyl}-1H-pyrrolo[2,3-b]pyridine",2
ccd_rod,./data/rfd3/ccd_ligands/structures/ROD.cif,ROD,328.243,23,9,"C,F,H,N,O",C14 H11 F3 N2 O4,"2,6-dioxo-5-{2-[2-(trifluoromethyl)phenyl]ethyl}-1,2,3,6-tetrahydropyrimidine-4-carboxylic acid",2
ccd_w40,./data/rfd3/ccd_ligands/structures/W40.cif,W40,328.313,24,6,"C,F,H,N,O",C18 H14 F2 N2 O2,"5-[3,5-bis(fluoranyl)phenyl]-1-[(1S)-1-phenylethyl]pyrimidine-2,4-dione",2
ccd_b72,./data/rfd3/ccd_ligands/structures/B72.cif,B72,328.402,24,4,"C,H,O",C20 H24 O4,"{4-[4-hydroxy-3-(1-methylethyl)benzyl]-3,5-dimethylphenoxy}acetic acid",2
ccd_97m,./data/rfd3/ccd_ligands/structures/97M.cif,97M,328.487,23,4,"C,H,O",C19 H36 O4,"(2R)-2,3-dihydroxypropyl (9Z)-hexadec-9-enoate",2
ccd_t02,./data/rfd3/ccd_ligands/structures/T02.cif,T02,329.781,23,6,"C,CL,H,N,O",C17 H16 Cl N3 O2,"1-(4-chlorophenyl)-6-methyl-3-propan-2-yl-pyrazolo[3,4-b]pyridine-4-carboxylic acid",2
ccd_8yw,./data/rfd3/ccd_ligands/structures/8YW.cif,8YW,330.292,24,8,"C,H,N,O",C16 H14 N2 O6,"~{N}-[(2~{R})-2-(4-nitrophenyl)-2-oxidanyl-ethyl]-1,3-benzodioxole-5-carboxamide",2
ccd_q87,./data/rfd3/ccd_ligands/structures/Q87.cif,Q87,330.294,23,11,"C,H,N,O",C12 H18 N4 O7,"1-deoxy-1-({2,6-dioxo-5-[(E)-(2-oxopropylidene)amino]-1,2,3,6-tetrahydropyrimidin-4-yl}amino)-D-ribitol",2
ccd_zsg,./data/rfd3/ccd_ligands/structures/ZSG.cif,ZSG,330.388,24,9,"C,H,N,O",C15 H22 N8 O,"(8S)-5-(2-aminopyrimidin-4-yl)-N-[2-(dimethylamino)ethyl]-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrazine-2-carboxamide",2
ccd_y44,./data/rfd3/ccd_ligands/structures/Y44.cif,Y44,330.405,23,7,"C,H,N,O,S",C16 H18 N4 O2 S,N-[(pyridin-3-yl)methyl]-4-(thiophene-2-carbonyl)piperazine-1-carboxamide,2
ccd_f21,./data/rfd3/ccd_ligands/structures/F21.cif,F21,330.441,21,7,"C,F,H,N,O,S",C14 H19 F N2 O2 S2,"(3R)-3-(FLUOROMETHYL)-7-(THIOMORPHOLIN-4-YLSULFONYL)-1,2,3,4-TETRAHYDROISOQUINOLINE",2
ccd_7d5,./data/rfd3/ccd_ligands/structures/7D5.cif,7D5,331.222,22,12,"C,H,N,O,P",C10 H14 N5 O6 P,"[(2S,3R,4R)-4-(6-amino-9H-purin-9-yl)-3-(hydroxymethyl)oxetan-2-yl]methyl dihydrogen phosphate",2
ccd_ijt,./data/rfd3/ccd_ligands/structures/IJT.cif,IJT,332.399,25,5,"C,H,N,O",C20 H20 N4 O,"2-methyl-3-{[(4R)-1-methyl-4-phenyl-4,5-dihydro-1H-imidazol-2-yl]methoxy}quinoxaline",2
ccd_bvd,./data/rfd3/ccd_ligands/structures/BVD.cif,BVD,333.135,19,8,"BR,C,H,N,O",C11 H13 Br N2 O5,5-BROMOVINYLDEOXYURIDINE,2
ccd_evm,./data/rfd3/ccd_ligands/structures/EVM.cif,EVM,333.211,22,11,"C,H,N,O,P",C11 H14 N2 O8 P,"L-Serine, N-[[3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]-4-pyridinyl]methylene]",2
ccd_um8,./data/rfd3/ccd_ligands/structures/UM8.cif,UM8,333.387,25,6,"C,H,N,O",C19 H19 N5 O,"2-benzyl-N-cyclopropyl-6-(1-methyl-1H-1,2,3-triazol-4-yl)isonicotinamide",2
ccd_pv1,./data/rfd3/ccd_ligands/structures/PV1.cif,PV1,334.165,20,5,"BR,C,H,N,O",C15 H12 Br N O3,"(5-bromo-2,4-dihydroxyphenyl)(1,3-dihydro-2H-isoindol-2-yl)methanone",2
ccd_68v,./data/rfd3/ccd_ligands/structures/68V.cif,68V,335.153,20,6,"BR,C,H,N,O",C14 H11 Br N2 O3,3-{[(4-bromophenyl)carbamoyl]amino}benzoic acid,2
ccd_zsy,./data/rfd3/ccd_ligands/structures/ZSY.cif,ZSY,335.357,25,6,"C,H,N,O",C19 H17 N3 O3,N-cyclopropyl-6-(furan-2-yl)-2-hydroxy-N-[(pyridin-2-yl)methyl]pyridine-3-carboxamide,2
ccd_gzs,./data/rfd3/ccd_ligands/structures/GZS.cif,GZS,335.375,23,7,"C,H,N,O,S",C16 H17 N O5 S,4-[(4-phenoxyphenyl)sulfonylamino]butanoic acid,2
ccd_b0o,./data/rfd3/ccd_ligands/structures/B0O.cif,B0O,335.439,25,3,"C,H,N,O",C22 H25 N O2,"(6R,6aS,10S,10aR)-10-methyl-4-phenyl-6-[(1E)-prop-1-en-1-yl]-2,6,6a,7,8,9,10,10a-octahydro-1H-[2]benzopyrano[4,3-c]pyridin-1-one",2
ccd_wln,./data/rfd3/ccd_ligands/structures/WLN.cif,WLN,335.785,23,7,"C,CL,H,N,O",C16 H18 Cl N3 O3,5-[(3-chlorophenyl)methyl]-6-hydroxy-1-methyl-4-(morpholin-4-yl)pyrimidin-2(1H)-one,2
ccd_fpg,./data/rfd3/ccd_ligands/structures/FPG.cif,FPG,336.231,20,10,"C,F,H,O,P",C10 H23 F O7 P2,"(1S)-1-[(1R)-1-FLUOROETHYL]-1,5-DIMETHYLHEXYL TRIHYDROGEN DIPHOSPHATE",2
ccd_wk5,./data/rfd3/ccd_ligands/structures/WK5.cif,WK5,336.361,25,5,"C,H,N,O",C20 H18 N O4,"8-methoxy-1-(4-methoxyphenyl)-3-methyl-2-oxidanyl-[1]benzofuro[3,2-c]pyridine",2
ccd_5et,./data/rfd3/ccd_ligands/structures/5ET.cif,5ET,337.220,21,5,"C,CL,H,O,S",C16 H10 Cl2 O2 S,"4,4'-thiene-2,5-diylbis(3-chlorophenol)",2
ccd_y09,./data/rfd3/ccd_ligands/structures/Y09.cif,Y09,337.264,23,8,"C,H,N,O,P",C15 H16 N O6 P,(2-{2-[(3-methoxyphenyl)amino]-2-oxoethoxy}phenyl)phosphonic acid,2
ccd_8jx,./data/rfd3/ccd_ligands/structures/8JX.cif,8JX,337.391,23,7,"C,H,N,O,S",C16 H19 N O5 S,5-[(4-methoxynaphthalen-1-yl)sulfonylamino]pentanoic acid,2
ccd_a1h60,./data/rfd3/ccd_ligands/structures/A1H60.cif,A1H60,337.399,24,7,"C,H,N,O,S",C17 H15 N5 O S,"(~{R})-(2-cyclopropylimidazo[5,1-b][1,3]thiazol-3-yl)-(1-phenyl-1,2,3-triazol-4-yl)methanol",2
ccd_att,./data/rfd3/ccd_ligands/structures/ATT.cif,ATT,337.421,22,9,"C,H,N,O,S",C13 H15 N5 O2 S2,"2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YL)-UREIDO]-N-METHYL-3-PHENYL-PROPIONAMIDE",2
ccd_eru,./data/rfd3/ccd_ligands/structures/ERU.cif,ERU,337.583,24,2,"C,H,N,O",C22 H43 N O,(13Z)-docos-13-enamide,2
ccd_jxi,./data/rfd3/ccd_ligands/structures/JXI.cif,JXI,338.407,25,7,"C,H,N,O",C18 H22 N6 O,"1-methyl-6-{2-[(4R)-1-methyl-4-phenyl-4,5-dihydro-1H-imidazol-2-yl]ethyl}-1,2,3,5-tetrahydro-4H-pyrazolo[3,4-d]pyrimidin-4-one",2
ccd_wki,./data/rfd3/ccd_ligands/structures/WKI.cif,WKI,338.784,24,4,"C,CL,H,O",C20 H15 Cl O3,"[(1M)-4'-chloro-2'-phenoxy[1,1'-biphenyl]-3-yl]acetic acid",2
ccd_a1b8z,./data/rfd3/ccd_ligands/structures/A1B8Z.cif,A1B8Z,338.791,24,6,"C,CL,H,N,O",C18 H15 Cl N4 O,"(2M)-5-chloro-N-(2,3-dihydro-1H-isoindol-5-yl)-2-(1H-imidazol-1-yl)benzamide",2
ccd_pvu,./data/rfd3/ccd_ligands/structures/PVU.cif,PVU,338.831,24,4,"C,CL,H,N,O",C20 H19 Cl N2 O,1-{2-[(3-chlorophenyl)methoxy]phenyl}-N-[(pyridin-3-yl)methyl]methanamine,2
ccd_p6y,./data/rfd3/ccd_ligands/structures/P6Y.cif,P6Y,339.269,24,9,"C,F,H,N,O",C15 H12 F3 N3 O3,N-{[4-(hydroxycarbamoyl)phenyl]methyl}-2-(trifluoromethyl)pyridine-3-carboxamide,2
ccd_tvt,./data/rfd3/ccd_ligands/structures/TVT.cif,TVT,339.319,24,10,"C,F,H,N",C14 H16 F3 N7,2-methyl-2-(3-methyl-4-{[4-(methylamino)-5-(trifluoromethyl)pyrimidin-2-yl]amino}-1H-pyrazol-1-yl)propanenitrile,2
ccd_k9q,./data/rfd3/ccd_ligands/structures/K9Q.cif,K9Q,339.431,25,5,"C,H,N,O",C20 H25 N3 O2,"(2~{S},4~{R})-~{N}-[(2~{S})-1-azanyl-3-(4-phenylphenyl)propan-2-yl]-4-oxidanyl-pyrrolidine-2-carboxamide",2
ccd_7xi,./data/rfd3/ccd_ligands/structures/7XI.cif,7XI,339.728,23,9,"C,CL,F,H,N,O",C14 H12 Cl F2 N5 O,"2-chloro-9-(3-(2,2-difluoroethoxy)benzyl)-9H-purin-6-amine",2
ccd_4bp,./data/rfd3/ccd_ligands/structures/4BP.cif,4BP,340.053,16,2,"BR,C,H",C14 H12 Br2,"4,4'-bis(bromomethyl)biphenyl",3
ccd_n45,./data/rfd3/ccd_ligands/structures/N45.cif,N45,340.380,25,8,"C,H,N,O",C17 H20 N6 O2,"6'-[(6-aminopyrimidin-4-yl)amino]-8'-methyl-2'H-spiro[cyclohexane-1,3'-imidazo[1,5-a]pyridine]-1',5'-dione",3
ccd_a1imc,./data/rfd3/ccd_ligands/structures/A1IMC.cif,A1IMC,340.805,21,8,"C,CL,H,N,O,S",C13 H9 Cl N2 O3 S2,"N-(7-chloro-1,3-benzothiazol-2-yl)-2-hydroxy-benzenesulfonamide",3
ccd_f8m,./data/rfd3/ccd_ligands/structures/F8M.cif,F8M,341.361,25,7,"C,H,N,O",C18 H19 N3 O4,"2-amino-7-[3-(dimethylamino)propyl]-5-oxo-5H-[1]benzopyrano[2,3-b]pyridine-3-carboxylic acid",3
ccd_u6x,./data/rfd3/ccd_ligands/structures/U6X.cif,U6X,341.426,23,8,"C,H,N,O,S",C15 H23 N3 O4 S,Levosulpiride,3
ccd_8kg,./data/rfd3/ccd_ligands/structures/8KG.cif,8KG,341.444,25,4,"C,H,N,O",C21 H27 N O3,"2-[(5R,7S)-6-HYDROXY-2-PHENYLADAMANTAN-2-YL]-1-(3-HYDROXYAZETIDIN-1-YL)ETHAN-1-ONE",3
ccd_kky,./data/rfd3/ccd_ligands/structures/KKY.cif,KKY,341.466,25,4,"C,F,H,N",C21 H28 F N3,6-[2-(3-fluoro-5-{2-[(2S)-1-methylpyrrolidin-2-yl]ethyl}phenyl)ethyl]-4-methylpyridin-2-amine,3
ccd_lzw,./data/rfd3/ccd_ligands/structures/LZW.cif,LZW,342.412,24,6,"C,H,N,O,S",C18 H18 N2 O3 S,"(4~{S})-4-(4-hydroxyphenyl)-2,3,4,5-tetrahydro-1~{H}-cyclopenta[c]quinoline-8-sulfonamide",3
ccd_arz,./data/rfd3/ccd_ligands/structures/ARZ.cif,ARZ,342.437,22,9,"C,H,N,O,S",C13 H18 N4 O3 S2,"(3S,5S,7S)-N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)tricyclo[3.3.1.1~3,7~]decane-1-carboxamide",3
ccd_beq,./data/rfd3/ccd_ligands/structures/BEQ.cif,BEQ,342.517,24,5,"C,H,N,O",C19 H38 N2 O3,"N-(CARBOXYMETHYL)-N,N-DIMETHYL-3-[(1-OXODODECYL)AMINO]-1-PROPANAMINIUM INNER SALT",3
ccd_opu,./data/rfd3/ccd_ligands/structures/OPU.cif,OPU,342.780,24,7,"C,CL,H,N,O",C17 H15 Cl N4 O2,"(4R)-6-chloro-N-[(4S)-7-methyl[1,2,4]triazolo[4,3-a]pyridin-8-yl]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",3
ccd_3u9,./data/rfd3/ccd_ligands/structures/3U9.cif,3U9,343.356,25,8,"C,F,H,N,O",C17 H18 F N5 O2,"3-[(1R)-1-(5-fluoro-2-methoxyphenyl)ethoxy]-5-(1-methyl-1H-1,2,3-triazol-5-yl)pyridin-2-amine",3
ccd_df5,./data/rfd3/ccd_ligands/structures/DF5.cif,DF5,343.377,24,7,"C,H,N,O,S",C17 H15 N2 O4 S,6-methoxy-1-(4-sulfamoylbenzoyl)quinolinium,3
ccd_zkz,./data/rfd3/ccd_ligands/structures/ZKZ.cif,ZKZ,343.377,25,7,"C,H,N,O",C18 H21 N3 O4,N-methyl-4-[5-(phenoxymethyl)furan-2-carbonyl]piperazine-1-carboxamide,3
ccd_wvw,./data/rfd3/ccd_ligands/structures/WVW.cif,WVW,344.428,24,6,"C,H,N,O,S",C18 H20 N2 O3 S,"(3aS,4R,9bR)-4-(4-hydroxyphenyl)-2,3,3a,4,5,9b-hexahydro-1H-cyclopenta[c]quinoline-8-sulfonamide",3
ccd_a1b4y,./data/rfd3/ccd_ligands/structures/A1B4Y.cif,A1B4Y,344.431,24,7,"C,H,N,O,S",C17 H20 N4 O2 S,"(3S)-N~1~-[6-(methylsulfanyl)quinolin-5-yl]piperidine-1,3-dicarboxamide",3
ccd_zi9,./data/rfd3/ccd_ligands/structures/ZI9.cif,ZI9,345.323,24,8,"C,F,H,N,O,S",C16 H9 F2 N3 O2 S,"3-[(6-ethynyl-[1,3]thiazolo[5,4-b]pyridin-2-yl)methoxy]-2,6-bis(fluoranyl)benzamide",3
ccd_nd7,./data/rfd3/ccd_ligands/structures/ND7.cif,ND7,346.236,23,13,"C,H,N,O,P",C10 H15 N6 O6 P,5'-O-[(S)-amino(hydroxy)phosphoryl]adenosine,3
ccd_4sy,./data/rfd3/ccd_ligands/structures/4SY.cif,4SY,346.381,25,8,"C,H,N,O",C17 H22 N4 O4,tert-butyl {(1S)-2-(hydroxyamino)-1-[4-(1-methyl-1H-pyrazol-4-yl)phenyl]-2-oxoethyl}carbamate,3
ccd_69b,./data/rfd3/ccd_ligands/structures/69B.cif,69B,346.426,26,5,"C,H,N,O",C21 H22 N4 O,"(4R)-6-(3-cyclopropyl-1-methyl-1H-indazol-5-yl)-4-methyl-1,3,4,5-tetrahydro-2H-1,5-benzodiazepin-2-one",3
ccd_g1u,./data/rfd3/ccd_ligands/structures/G1U.cif,G1U,346.490,24,6,"C,H,N,O,S",C18 H26 N4 O S,"1-[5-[2-[(4-azanylpiperidin-1-yl)methyl]-1,3-thiazol-4-yl]-4-ethyl-2-methyl-1~{H}-pyrrol-3-yl]ethanone",3
ccd_3pd,./data/rfd3/ccd_ligands/structures/3PD.cif,3PD,347.221,23,13,"C,H,N,O,P",C10 H14 N5 O7 P,"2-AMINO-9-(2-DEOXY-3-O-PHOSPHONOPENTOFURANOSYL)-1,9-DIHYDRO-6H-PURIN-6-ONE",3
ccd_8r7,./data/rfd3/ccd_ligands/structures/8R7.cif,8R7,347.407,26,4,"C,H,N,O",C22 H21 N O3,2-cyclopentyl-4-(7-methoxyquinolin-4-yl)benzoic acid,3
ccd_a1atu,./data/rfd3/ccd_ligands/structures/A1ATU.cif,A1ATU,348.420,24,8,"C,H,N,O,S",C16 H20 N4 O3 S,4-(3-methylanilino)-N-[(propan-2-yl)carbamoyl]pyridine-3-sulfonamide,3
ccd_ljp,./data/rfd3/ccd_ligands/structures/LJP.cif,LJP,348.420,24,8,"C,H,N,O,S",C16 H20 N4 O3 S,"N-(3-carbamoyl-5,5,7,7-tetramethyl-4,7-dihydro-5H-thieno[2,3-c]pyran-2-yl)-1H-pyrazole-3-carboxamide",3
ccd_1tz,./data/rfd3/ccd_ligands/structures/1TZ.cif,1TZ,348.441,26,5,"C,H,N,O",C21 H24 N4 O,"(2S)-2-azanyl-3-(3H-indol-3-yl)-N-[(E)-(2,4,6-trimethylphenyl)methylideneamino]propanamide",3
ccd_nlm,./data/rfd3/ccd_ligands/structures/NLM.cif,NLM,348.783,21,10,"C,CL,H,N,O,S",C11 H9 Cl N2 O5 S2,4-[(3-chloropyridin-2-yl)sulfamoyl]benzene-1-sulfonic acid,3
ccd_7mf,./data/rfd3/ccd_ligands/structures/7MF.cif,7MF,349.242,21,4,"BR,C,H,N,O",C17 H19 Br N O2,"[(7~{S})-1-bromanyl-6,6-bis(oxidanyl)-4-phenyl-5,7,8,9-tetrahydrobenzo[7]annulen-7-yl]azanium",3
ccd_1gb,./data/rfd3/ccd_ligands/structures/1GB.cif,1GB,349.383,26,6,"C,H,N,O",C20 H19 N3 O3,"(3S,6S)-3-(4-hydroxybenzyl)-6-(1H-indol-3-ylmethyl)piperazine-2,5-dione",3
ccd_1aw,./data/rfd3/ccd_ligands/structures/1AW.cif,1AW,349.430,26,6,"C,H,N,O",C20 H23 N5 O,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,3
ccd_t23,./data/rfd3/ccd_ligands/structures/T23.cif,T23,350.262,23,11,"C,H,N,O,P",C12 H19 N2 O8 P,2'-O-METHYL-3'-METHYL-3'-DEOXY-ARABINOFURANOSYL-THYMINE-5'-PHOSPHATE,3
ccd_8xo,./data/rfd3/ccd_ligands/structures/8XO.cif,8XO,350.456,25,7,"C,H,N,O",C18 H30 N4 O3,2-[E-(E-16-azido-2-oxidanylidene-hexadec-3-enylidene)amino]ethanoic acid,3
ccd_guq,./data/rfd3/ccd_ligands/structures/GUQ.cif,GUQ,351.379,25,7,"C,H,N,O,S",C18 H13 N3 O3 S,"3-(1,3-benzothiazol-2-ylamino)-4-(2-methoxyphenyl)pyrrole-2,5-dione",3
ccd_qup,./data/rfd3/ccd_ligands/structures/QUP.cif,QUP,351.790,25,7,"C,CL,H,N,O",C18 H14 Cl N5 O,"1-(5-chloro-2-methylphenyl)-4-(pyrrolo[2,1-f][1,2,4]triazin-4-yl)-1H-pyrrole-2-carboxamide",3
ccd_qt3,./data/rfd3/ccd_ligands/structures/QT3.cif,QT3,351.829,25,5,"C,CL,H,N,O",C20 H18 Cl N3 O,"(1R)-7-chloro-N-(isoquinolin-4-yl)-2-methyl-1,2,3,4-tetrahydroisoquinoline-1-carboxamide",3
ccd_ljn,./data/rfd3/ccd_ligands/structures/LJN.cif,LJN,352.238,23,13,"C,H,N,O,P",C10 H17 N4 O8 P,"[(2~{R},3~{S},4~{R},5~{R})-5-[4-(acetamidomethyl)-1,2,3-triazol-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methyl dihydrogen phosphate",3
ccd_fkg,./data/rfd3/ccd_ligands/structures/FKG.cif,FKG,352.311,25,9,"C,F,H,N,O",C16 H15 F3 N4 O2,"3-(hydroxymethyl)-6-methyl-1-{(1S)-1-[4-(trifluoromethyl)phenyl]ethyl}-1,5-dihydro-4H-pyrazolo[3,4-d]pyrimidin-4-one",3
ccd_ygu,./data/rfd3/ccd_ligands/structures/YGU.cif,YGU,352.324,23,14,"C,H,N,O,S",C9 H16 N6 O7 S,"(3aS,4R,7R,9R,10aS)-2,6-diamino-10,10-dihydroxy-4-(hydroxymethyl)-3a,4,9,10-tetrahydro-1H,8H-pyrrolo[1,2-c]purin-9-yl hydrogen sulfate",3
ccd_imx,./data/rfd3/ccd_ligands/structures/IMX.cif,IMX,352.359,26,6,"C,F,H,N,O",C20 H17 F N2 O3,"[(1R,2R)-2-{[(5-fluoro-1H-indol-2-yl)carbonyl]amino}-2,3-dihydro-1H-inden-1-yl]acetic acid",3
ccd_9en,./data/rfd3/ccd_ligands/structures/9EN.cif,9EN,353.412,24,8,"C,F,H,N,O,S",C16 H20 F N3 O3 S,"~{N}-[[(5~{S})-3-(3-fluoranyl-4-thiomorpholin-4-yl-phenyl)-2-oxidanylidene-1,3-oxazolidin-5-yl]methyl]ethanamide",3
ccd_h8j,./data/rfd3/ccd_ligands/structures/H8J.cif,H8J,353.458,26,5,"C,H,N,O",C21 H27 N3 O2,"(8alpha)-N-[(2S)-1-hydroxybutan-2-yl]-1,6-dimethyl-9,10-didehydroergoline-8-carboxamide",3
ccd_lez,./data/rfd3/ccd_ligands/structures/LEZ.cif,LEZ,353.888,25,4,"C,CL,H,N",C21 H24 Cl N3,~{N}-[(3-chlorophenyl)methyl]-1-(1~{H}-indol-3-ylmethyl)piperidin-4-amine,3
ccd_n87,./data/rfd3/ccd_ligands/structures/N87.cif,N87,354.353,26,6,"C,H,O",C20 H18 O6,"(1R,4R,5R)-1,4,5-trihydroxy-3-[3-(phenylcarbonyl)phenyl]cyclohex-2-ene-1-carboxylic acid",3
ccd_uko,./data/rfd3/ccd_ligands/structures/UKO.cif,UKO,354.448,23,9,"C,H,N,O,S",C14 H18 N4 O3 S2,~{N}-[3-[4-azanyl-2-oxidanylidene-1-[(2~{R})-thiolan-2-yl]pyrimidin-5-yl]prop-2-ynyl]cyclopropanesulfonamide,3
ccd_t86,./data/rfd3/ccd_ligands/structures/T86.cif,T86,355.173,23,8,"C,CL,H,N,O",C15 H12 Cl2 N2 O4,"3-[(2,4-dichlorophenyl)carbonylamino]-4-methoxy-~{N}-oxidanyl-benzamide",3
