name,input_path,ligand_code,formula_weight,heavy_atoms,hetero_atoms,elements,formula,ccd_name,weight_bin
ccd_a1h7c,./data/rfd3/ccd_ligands/structures/A1H7C.cif,A1H7C,551.095,37,10,"C,CL,H,N,O,S",C27 H35 Cl N2 O6 S,"(4-chloranyl-1,3-thiazol-5-yl)methyl (2S)-1-[(2S)-2-cyclohexyl-2-(3,4,5-trimethoxyphenyl)ethanoyl]piperidine-2-carboxylate",6
ccd_q70,./data/rfd3/ccd_ligands/structures/Q70.cif,Q70,556.500,39,13,"C,F,H,N,O",C26 H26 F6 N4 O3,Osugacestat,6
ccd_90h,./data/rfd3/ccd_ligands/structures/90H.cif,90H,561.594,39,14,"C,F,H,N,O",C25 H38 F3 N5 O6,"(1R,2S,5S)-N-{(2S,3R)-3-hydroxy-4-(methylamino)-4-oxo-1-[(3S)-2-oxopyrrolidin-3-yl]butan-2-yl}-6,6-dimethyl-3-[3-methyl-N-(trifluoroacetyl)-L-valyl]-3-azabicyclo[3.1.0]hexane-2-carboxamide",6
ccd_wgo,./data/rfd3/ccd_ligands/structures/WGO.cif,WGO,561.621,38,14,"C,F,H,N,O,S",C24 H36 F N3 O9 S,"N~2~-{[2-(4-fluorophenoxy)-2-methylpropoxy]carbonyl}-N-{(1R,2S)-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]-1-sulfanylpropan-2-yl}-L-leucinamide",6
ccd_660,./data/rfd3/ccd_ligands/structures/660.cif,660,564.329,36,20,"C,H,N,O,P",C16 H26 N2 O16 P2,"[[(2~{R},3~{S},4~{R},5~{R})-5-[2,4-bis(oxidanylidene)pyrimidin-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]oxy-[[(2~{S},3~{R},4~{S},5~{S},6~{R})-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]methyl]phosphinic acid",6
ccd_5zl,./data/rfd3/ccd_ligands/structures/5ZL.cif,5ZL,565.129,33,24,"C,H,N,O,P",C9 H17 N2 O18 P4,"[[(2~{R},3~{S},4~{R},5~{R})-3,4-bis(oxidanyl)-5-(2-oxidanyl-4-phosphonooxy-pyrimidin-1-yl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",6
ccd_274,./data/rfd3/ccd_ligands/structures/274.cif,274,568.087,39,11,"C,CL,H,N,O,S",C28 H30 Cl N5 O4 S,"(3Z)-N-(3-CHLOROPHENYL)-3-({3,5-DIMETHYL-4-[(4-METHYLPIPERAZIN-1-YL)CARBONYL]-1H-PYRROL-2-YL}METHYLENE)-N-METHYL-2-OXOINDOLINE-5-SULFONAMIDE",6
ccd_uew,./data/rfd3/ccd_ligands/structures/UEW.cif,UEW,568.752,42,8,"C,H,N,O",C34 H44 N6 O2,N-(((R)-1-(6-(benzylamino)pyrimidin-4-yl)-3-hydroxypiperidin-3-yl)methyl)-4-(((S)-1-isopropyl-2-azaspiro[3.3]heptan-2-yl)methyl)benzamide,6
ccd_7q6,./data/rfd3/ccd_ligands/structures/7Q6.cif,7Q6,570.142,31,21,"C,H,N,O,P,SE",C10 H16 N5 O12 P3 Se,"[[(2R,3S,5R)-5-(2-azanyl-6-oxidanylidene-1H-purin-9-yl)-3-oxidanyl-oxolan-2-yl]methoxy-selanyl-phosphoryl] phosphono hydrogen phosphate",6
ccd_d30,./data/rfd3/ccd_ligands/structures/D30.cif,D30,570.619,40,9,"C,F,H,O,S",C31 H29 F3 O5 S,"[(4-{[2-(pent-2-yn-1-yloxy)-4-{[4-(trifluoromethyl)phenoxy]methyl}phenyl]sulfanyl}-5,6,7,8-tetrahydronaphthalen-1-yl)oxy]acetic acid",6
ccd_vra,./data/rfd3/ccd_ligands/structures/VRA.cif,VRA,572.337,31,12,"C,F,H,I,N,O,S",C19 H20 F3 I N2 O5 S,"N-{3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]-6-methoxyphenyl}-1-[(2S)-2,3-dihydroxypropyl]cyclopropanesulfonamide",6
ccd_gnq,./data/rfd3/ccd_ligands/structures/GNQ.cif,GNQ,572.597,39,14,"C,F,H,N,O,S",C25 H31 F3 N4 O6 S,N-[(1R)-1-[(BENZYLSULFONYL)METHYL]-2-{[(1S)-1-METHYL-2-{[4-(TRIFLUOROMETHOXY)PHENYL]AMINO}ETHYL]AMINO}-2-OXOETHYL]MORPHOLINE-4-CARBOXAMIDE,6
ccd_kxg,./data/rfd3/ccd_ligands/structures/KXG.cif,KXG,575.381,36,21,"C,H,N,O,P,S",C15 H23 N5 O13 P2 S,"[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(3~{S},4~{R},5~{R})-3,4-bis(oxidanyl)-5-sulfanyl-oxolan-2-yl]methyl hydrogen phosphate",6
ccd_urr,./data/rfd3/ccd_ligands/structures/URR.cif,URR,575.695,38,14,"C,H,N,O,S",C24 H37 N3 O9 S2,"N~2~-(ethoxycarbonyl)-N-{(1S,2S)-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]-1-sulfanylpropan-2-yl}-L-leucinamide",6
ccd_7vw,./data/rfd3/ccd_ligands/structures/7VW.cif,7VW,576.725,41,11,"C,H,N,O",C30 H48 N4 O7,N-[(benzyloxy)carbonyl]-O-tert-butyl-L-threonyl-N-{(2S)-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl}-4-methyl-L-leucinamide,6
ccd_lbr,./data/rfd3/ccd_ligands/structures/LBR.cif,LBR,577.675,36,6,"BR,C,H,O",C30 H57 Br O5,(2S)-1-[(13-bromotridecanoyl)oxy]-3-hydroxypropan-2-yl tetradecanoate,6
ccd_sln,./data/rfd3/ccd_ligands/structures/SLN.cif,SLN,581.411,38,20,"C,H,N,O,P",C18 H29 N7 O11 P2,"1-(4-AZIDO-2-NITROPHENYL)AMINO-3-(1-OXYL-2,2,5,5-TETRAMETHYLPYRROLIDINYL-3-CARBAMIDO)-2-PROPYLDISPHOSPHATE",6
ccd_gbr,./data/rfd3/ccd_ligands/structures/GBR.cif,GBR,584.104,32,21,"BR,C,H,N,O,P",C11 H17 Br N5 O12 P3,5'-O-[(R)-{[(S)-[(R)-bromo(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-2'-deoxyguanosine,6
ccd_2iu,./data/rfd3/ccd_ligands/structures/2IU.cif,2IU,584.258,37,20,"C,H,N,O,P",C17 H19 N2 O15 P3,"[[(2R,3S,5R)-5-[5-(1-benzofuran-2-yl)-2,4-bis(oxidanylidene)pyrimidin-1-yl]-3-oxidanyl-oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",6
ccd_8b8,./data/rfd3/ccd_ligands/structures/8B8.cif,8B8,584.665,43,11,"C,H,N,O",C32 H36 N6 O5,(2S)-3-(1H-indol-3-yl)-N-[[1-(5-methoxypyridin-2-yl)cyclohexyl]methyl]-2-methyl-2-[(4-nitrophenyl)carbamoylamino]propanamide,6
ccd_a1iv1,./data/rfd3/ccd_ligands/structures/A1IV1.cif,A1IV1,592.145,39,11,"C,CL,F,H,N,O,S",C28 H31 Cl F N3 O4 S2,"4-[[(3R)-3-[1-(4-chloranyl-2-fluoranyl-phenyl)piperidin-4-yl]-3-methyl-2H-indol-1-yl]sulfonyl]-N,N-dimethyl-benzenesulfonamide",6
ccd_l5f,./data/rfd3/ccd_ligands/structures/L5F.cif,L5F,592.663,42,12,"C,H,N,O,S",C30 H32 N4 O7 S,"2-[(1S,2R,8S)-2,4,32-trimethyl-28,28-bis(oxidanylidene)-19,22,27-trioxa-28$l^{6}-thia-1,14,15,16-tetrazahexacyclo[21.5.3.1^{3,7}.1^{9,13}.0^{12,16}.0^{26,30}]tritriaconta-3(33),4,6,9(32),10,12,14,23,25,30-decaen-8-yl]ethanoic acid",6
ccd_3bp,./data/rfd3/ccd_ligands/structures/3BP.cif,3BP,592.709,42,12,"C,H,N,O,S",C30 H36 N6 O5 S,2-(3-BIPHENYL-4-YL-2-ETHANESULFONYLAMINO-PROPIONYLAMINO)-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE),6
ccd_hjn,./data/rfd3/ccd_ligands/structures/HJN.cif,HJN,594.594,41,14,"C,H,N,O,P",C27 H39 N4 O9 P,"[(2~{R},3~{S},4~{S})-5-[5-[(2~{Z})-3,7-dimethylocta-2,6-dienyl]-7,8-dimethyl-2,4-bis(oxidanylidene)-1~{H}-benzo[g]pteridin-10-yl]-2,3,4-tris(oxidanyl)pentyl] dihydrogen phosphate",6
ccd_nqi,./data/rfd3/ccd_ligands/structures/NQI.cif,NQI,600.667,43,15,"C,H,N,O",C28 H40 N8 O7,N~2~-[(2S)-2-{[(2R)-4-ETHOXY-2-HYDROXY-4-OXOBUTANOYL]AMINO}PENT-4-ENOYL]-L-ARGINYL-L-TRYPTOPHANAMIDE,6
ccd_45b,./data/rfd3/ccd_ligands/structures/45B.cif,45B,602.058,43,12,"C,CL,F,H,N,O",C31 H29 Cl F N7 O3,4-{[2-({4-[2-(4-acetylpiperazin-1-yl)-2-oxoethyl]phenyl}amino)-5-fluoropyrimidin-4-yl]amino}-N-(2-chlorophenyl)benzamide,6
ccd_ofh,./data/rfd3/ccd_ligands/structures/OFH.cif,OFH,603.962,39,16,"C,CL,F,H,N,O,S",C23 H24 Cl F6 N3 O5 S,"(4R)-4-[(2-chloro-4-{[(2S)-1,1,1-trifluoropropan-2-yl]oxy}phenyl)sulfonyl]-N-{1-[(E)-iminomethyl]cyclopropyl}-1-{[1-(trifluoromethyl)cyclopropyl]carbonyl}-L-prolinamide",6
ccd_318,./data/rfd3/ccd_ligands/structures/318.cif,318,606.703,44,10,"C,F,H,N,O",C34 H40 F2 N4 O4,"N'-[(1S,2S)-2-[(4S)-1-benzyl-5-oxoimidazolidin-4-yl]-1-(3,5-difluorobenzyl)-2-hydroxyethyl]-5-methyl-N,N-dipropylbenzene-1,3-dicarboxamide",6
ccd_oqy,./data/rfd3/ccd_ligands/structures/OQY.cif,OQY,611.726,44,11,"C,H,N,O",C33 H45 N3 O8,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,4S,5S)-4-hydroxy-5-{[N-(methoxycarbonyl)-3-methyl-L-valyl]amino}-1,6-diphenylhexan-2-yl]carbamate",6
ccd_fw8,./data/rfd3/ccd_ligands/structures/FW8.cif,FW8,613.711,46,11,"C,H,N,O",C35 H35 N9 O2,"1-[(10~{b}~{S})-6-oxidanylidene-2,3,4,10~{b}-tetrahydro-1~{H}-pyrido[2,1-a]isoindol-10-yl]-3-[4-[1-[2-(1,2,3,4-tetrahydroacridin-9-ylamino)ethyl]-1,2,3-triazol-4-yl]pyridin-2-yl]urea",6
ccd_ueh,./data/rfd3/ccd_ligands/structures/UEH.cif,UEH,615.766,45,11,"C,H,N,O",C34 H45 N7 O4,"(R)-4-((4,4-dimethylpiperidin-1-yl)methyl)-2-hydroxy-N-((3-hydroxy-1-(6-((3-(methylcarbamoyl)benzyl)amino)pyrimidin-4-yl)piperidin-3-yl)methyl)benzamide",6
ccd_j12,./data/rfd3/ccd_ligands/structures/J12.cif,J12,621.745,43,14,"C,H,N,O,S",C29 H43 N5 O8 S,"N-{3-[4-(3-AMINO-PROPYL)-PIPERAZIN-1-YL]-PROPYL}-3-(2-THIOPHEN-2-YL-ACETYLAMINO)-5-(3,4,5-TRIHYDROXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-2-YLOXY)-BENZAMIDE",7
ccd_52z,./data/rfd3/ccd_ligands/structures/52Z.cif,52Z,622.727,43,13,"C,H,N,O,S",C30 H42 N2 O10 S,"(3R,3aS,4S,7aS)-3-hydroxyhexahydro-4H-furo[2,3-b]pyran-4-yl [(2S,3R)-3-hydroxy-1-(4-methoxyphenyl)-4-{[(4-methoxyphenyl)sulfonyl](2-methylpropyl)amino}butan-2-yl]carbamate",7
ccd_g6h,./data/rfd3/ccd_ligands/structures/G6H.cif,G6H,631.604,46,14,"C,F,H,N,O",C32 H28 F3 N7 O4,"N-{4-methyl-3-[(3-{4-[(3,4,5-trimethoxyphenyl)amino]-1,3,5-triazin-2-yl}pyridin-2-yl)amino]phenyl}-3-(trifluoromethyl)benzamide",7
ccd_yjy,./data/rfd3/ccd_ligands/structures/YJY.cif,YJY,634.612,45,13,"C,F,H,N,O",C32 H32 F6 N4 O3,"(6S)-1-[3,5-bis(trifluoromethyl)phenyl]-6-{(5M)-5-(3,5-dimethyl-1,2-oxazol-4-yl)-1-[(1s,4R)-4-methoxycyclohexyl]-1H-benzimidazol-2-yl}piperidin-2-one",7
ccd_98o,./data/rfd3/ccd_ligands/structures/98O.cif,98O,636.156,45,11,"C,CL,F,H,N,O",C34 H39 Cl F N5 O4,"(2S,4S)-N-((3R,5R)-5-((2-chloro-4-((4-(morpholinomethyl)phenyl)ethynyl)benzamido)methyl)-1-(cyclopropanecarbonyl)pyrrolidin-3-yl)-4-fluoropyrrolidine-2-carboxamide",7
ccd_ph1,./data/rfd3/ccd_ligands/structures/PH1.cif,PH1,637.158,45,2,"C,H,O",C43 H88 O2,"1,2-[DI-2,6,10,14-TETRAMETHYL-HEXADECAN-16-OXY]-PROPANE",7
ccd_17x,./data/rfd3/ccd_ligands/structures/17X.cif,17X,638.800,48,8,"C,H,N,O",C40 H42 N6 O2,(2S)-2-(2-phenyl-1H-benzimidazol-1-yl)-2-(piperidin-4-yl)ethyl 1-(1-benzyl-1H-benzimidazol-2-yl)piperidine-4-carboxylate,7
ccd_mi3,./data/rfd3/ccd_ligands/structures/MI3.cif,MI3,641.313,41,23,"C,H,N,O,P",C18 H22 N5 O15 P3,3'-O-{[2-(methylamino)phenyl]carbonyl}inosine 5'-(tetrahydrogen triphosphate),7
ccd_a1ic4,./data/rfd3/ccd_ligands/structures/A1IC4.cif,A1IC4,644.034,44,20,"C,CL,H,N,O",C24 H34 Cl N9 O10,"(2S,3S)-2-[[(2S)-2-[[(2S,4S)-5-aminocarbonyloxy-4-oxidanyl-2-[[(2S,3R)-3-oxidanylpiperidin-2-yl]carbonylamino]pentanoyl]amino]-3-(1H-imidazol-4-yl)propanoyl]amino]-3-(2-chloranyl-1H-imidazol-4-yl)-3-oxidanyl-propanoic acid",7
ccd_ucf,./data/rfd3/ccd_ligands/structures/UCF.cif,UCF,644.175,44,11,"C,CL,H,N,O,S",C33 H38 Cl N O8 S,"2-[3-[(1~{R})-1-[(2~{S})-1-[(2~{S})-2-(5-chloranylthiophen-2-yl)butanoyl]piperidin-2-yl]carbonyloxy-3-(3,4-dimethoxyphenyl)propyl]phenoxy]ethanoic acid",7
ccd_f4i,./data/rfd3/ccd_ligands/structures/F4I.cif,F4I,644.479,44,20,"C,H,N,O,P",C24 H29 N4 O15 P,"(2~{S})-2-[[(2~{S})-2-[oxidanyl-[(2~{R},3~{S},4~{S})-2,3,4-tris(oxidanyl)-5-[2,4,8-tris(oxidanylidene)-1,9-dihydropyrimido[4,5-b]quinolin-10-yl]pentoxy]phosphoryl]oxypropanoyl]amino]pentanedioic acid",7
ccd_n42,./data/rfd3/ccd_ligands/structures/N42.cif,N42,647.763,48,10,"C,H,N,O",C38 H41 N5 O5,"N-[3-(5-{[3-(acryloylamino)-4-(morpholine-4-carbonyl)phenyl]amino}-1-methyl-6-oxo-1,6-dihydropyridin-3-yl)-2-methylphenyl]-4-tert-butylbenzamide",7
ccd_cll,./data/rfd3/ccd_ligands/structures/CLL.cif,CLL,649.084,47,2,"C,H,O",C45 H76 O2,CHOLESTERYL LINOLEATE,7
ccd_t3,./data/rfd3/ccd_ligands/structures/T3.cif,T3,650.973,23,8,"C,H,I,N,O",C15 H12 I3 N O4,"3,5,3'TRIIODOTHYRONINE",7
ccd_beb,./data/rfd3/ccd_ligands/structures/BEB.cif,BEB,652.733,48,10,"C,H,N,O",C38 H40 N2 O8,"N,N-[2,5-O-DIBENZYL-GLUCARYL]-DI-[1-AMINO-INDAN-2-OL]",7
ccd_cu9,./data/rfd3/ccd_ligands/structures/CU9.cif,CU9,652.819,48,8,"C,H,N,O",C40 H48 N2 O6,"6,6',7',12'-tetramethoxy-2,2,2',2'-tetramethyltubocuraran-2,2'-diium",7
ccd_apu,./data/rfd3/ccd_ligands/structures/APU.cif,APU,653.387,43,24,"C,H,N,O,P",C19 H25 N7 O15 P2,ADENYLYL-3'-5'-PHOSPHO-URIDINE-3'-MONOPHOSPHATE,7
ccd_881,./data/rfd3/ccd_ligands/structures/881.cif,881,656.776,49,11,"C,H,N,O",C38 H40 N8 O3,"N',N''-{furan-2,5-diylbis[3-(piperidin-4-yloxy)benzene-4,1-diyl]}dipyridine-2-carboximidamide",7
ccd_98f,./data/rfd3/ccd_ligands/structures/98F.cif,98F,658.405,44,23,"C,F,H,N,O,P",C21 H22 F2 N10 O9 P2,"9-[(1R,6R,8R,13E,15R,17R,18R)-17-(6-aminopurin-9-yl)-9,18-bis(fluoranyl)-3,12-bis(oxidanyl)-3,12-bis(oxidanylidene)-2,4,7,11,16-pentaoxa-3$l^{5},12$l^{5}-diphosphatricyclo[13.3.0.0^{6,10}]octadec-13-en-8-yl]purin-6-amine",7
ccd_biq,./data/rfd3/ccd_ligands/structures/BIQ.cif,BIQ,660.674,48,15,"C,H,N,O",C33 H36 N6 O9,"BENZYL [12-(2-AMINO-2-OXOETHYL)-4-NITRO-10,13-DIOXO-15-[(PROPYLAMINO)CARBONYL]-2-OXA-11,14-DIAZATRICYCLO[15 .2.2.1~3,7~]DOCOSA-1(19),3(22),4,6,17,20-HEXAEN-9-YL]CARBAMATE",7
ccd_cna,./data/rfd3/ccd_ligands/structures/CNA.cif,CNA,662.460,44,22,"C,H,N,O,P",C22 H30 N7 O13 P2,CARBA-NICOTINAMIDE-ADENINE-DINUCLEOTIDE,7
ccd_8hd,./data/rfd3/ccd_ligands/structures/8HD.cif,8HD,662.796,47,12,"C,H,N,O,S",C35 H42 N4 O7 S,"N~3~-{(2S,3R)-3-hydroxy-4-[{[4-(hydroxymethyl)phenyl]sulfonyl}(2-methylpropyl)amino]-1-phenylbutan-2-yl}-N~1~-methyl-N~1~-[(4-methyl-1,3-oxazol-2-yl)methyl]benzene-1,3-dicarboxamide",7
ccd_ba7,./data/rfd3/ccd_ligands/structures/BA7.cif,BA7,663.422,44,22,"C,H,N,O,P",C22 H27 N5 O15 P2,"[(2R,3R,4R,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]oxy-oxidanyl-phosphoryl]oxymethyl]-2,4-bis(oxidanyl)oxolan-3-yl] benzoate",7
ccd_dnd,./data/rfd3/ccd_ligands/structures/DND.cif,DND,665.418,44,23,"C,H,N,O,P",C21 H27 N6 O15 P2,NICOTINIC ACID ADENINE DINUCLEOTIDE,7
ccd_nai,./data/rfd3/ccd_ligands/structures/NAI.cif,NAI,665.441,44,23,"C,H,N,O,P",C21 H29 N7 O14 P2,"1,4-DIHYDRONICOTINAMIDE ADENINE DINUCLEOTIDE",7
ccd_a1icx,./data/rfd3/ccd_ligands/structures/A1ICX.cif,A1ICX,666.789,48,12,"C,H,N,O,S",C36 H38 N6 O5 S,"3-[[1-[(3~{R},4~{R})-1-[5-(3-methoxypyridin-4-yl)thiophen-2-yl]carbonyl-3-phenyl-piperidin-4-yl]carbonyl-4-oxidanyl-piperidin-4-yl]methyl]-7-methyl-pyrrolo[2,3-d]pyrimidin-4-one",7
ccd_hue,./data/rfd3/ccd_ligands/structures/HUE.cif,HUE,669.686,47,9,"C,CL,H,N,O",C38 H42 Cl2 N6 O,6-chloranyl-3-[3-[(1~{S})-1-(4-chlorophenyl)ethyl]-5-phenyl-imidazol-4-yl]-~{N}-[2-(4-cyclohexylpiperazin-1-yl)ethyl]-1~{H}-indole-2-carboxamide,7
ccd_xn2,./data/rfd3/ccd_ligands/structures/XN2.cif,XN2,670.837,49,10,"C,H,N,O",C39 H50 N4 O6,"N-[2-HYDROXY-1-INDANYL]-5-[(2-TERTIARYBUTYLAMINOCARBONYL)-4(BENZO[1,3]DIOXOL-5-YLMETHYL)-PIPERAZINO]-4-HYDROXY-2-(1-PHE NYLETHYL)-PENTANAMIDE",7
ccd_ih7,./data/rfd3/ccd_ligands/structures/IH7.cif,IH7,673.345,42,14,"BR,C,CL,H,N,O",C28 H24 Br Cl2 N7 O4,"~{N}-[4-[(1~{R})-1-[3,5-bis(chloranyl)pyridin-4-yl]ethoxy]-5-cyano-pyridin-2-yl]-6-bromanyl-5-(hydroxymethyl)-1-(2-morpholin-4-ylethyl)pyrrolo[3,2-b]pyridine-3-carboxamide",7
ccd_7tq,./data/rfd3/ccd_ligands/structures/7TQ.cif,7TQ,676.784,49,12,"C,H,N,O,S",C37 H36 N6 O5 S,"4-({(3R)-7-cyano-4-[(4-methoxyphenyl)sulfonyl]-1-[(1-methyl-1H-imidazol-5-yl)methyl]-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-3-yl}methyl)phenyl benzylcarbamate",7
ccd_epz,./data/rfd3/ccd_ligands/structures/EPZ.cif,EPZ,679.416,44,24,"C,H,N,O,P",C20 H31 N3 O19 P2,"(2R)-2-{[(2R,3R,4R,5S,6R)-3-(acetylamino)-2-{[(S)-{[(R)-{[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methoxy}(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]oxy}-5-hydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-4-yl]oxy}propanoic acid",7
ccd_2ah,./data/rfd3/ccd_ligands/structures/2AH.cif,2AH,679.804,50,11,"C,H,N,O",C39 H45 N5 O6,"{(1S)-1-[N'-[(2S)-2-HYDROXY-2-((1S,2R)-2-HYDROXY-INDAN-1-YLCARBAMOYL)-3-PHENYL-PROPYL]-N'-[4-(PYRIDINE-2-YL)-BENZYL]-HYDRAZINOCARBONYL]-2,2-DIMETHYL-PROPYL}-CARBAMIC ACID METHYL ESTER",7
ccd_63p,./data/rfd3/ccd_ligands/structures/63P.cif,63P,683.196,49,12,"C,CL,H,N,O",C37 H39 Cl N6 O5,"(9'S,17'R)-6'-chloro-N-methyl-9'-{[(1-methyl-1H-pyrazol-5-yl)carbonyl]amino}-10',19'-dioxo-2'-oxa-11',18'-diazaspiro[cyclopentane-1,21'-tetracyclo[20.2.2.2~12,15~.1~3,7~]nonacosane]-1'(24'),3'(29'),4',6',12',14',22',25',27'-nonaene-17'-carboxamide",7
ccd_mcj,./data/rfd3/ccd_ligands/structures/MCJ.cif,MCJ,687.562,49,19,"C,H,N,O",C30 H29 N3 O16,"N-[(2,3-dihydroxyphenyl)carbonyl]-O-[(2S)-2-{[(2,3-dihydroxyphenyl)carbonyl]amino}-3-({N-[(2,3-dihydroxyphenyl)carbonyl]-L-seryl}oxy)propanoyl]-D-serine",7
ccd_mou,./data/rfd3/ccd_ligands/structures/MOU.cif,MOU,690.817,49,12,"C,H,O",C37 H54 O12,"(1S,4R,5R,9S,11S)-2-({[(2S,5R,6R,7R,9S,10R)-2-(7-CARBOXYHEPTYL)-6-HYDROXY-10-METHOXY-9-METHYL-3-OXO-1,4,8-TRIOXASPIRO[4 .5]DEC-7-YL]OXY}METHYL)-9-FORMYL-13-ISOPROPYL-5-METHYLTETRACYCLO[7.4.0.02,11.04.8]TRIDEC-12-ENE-1-CARBOXYLIC ACID",7
ccd_8t5,./data/rfd3/ccd_ligands/structures/8T5.cif,8T5,692.201,49,13,"C,CL,H,N,O",C36 H42 Cl N5 O7,"(1~{S},4~{S},7~{R},10~{R})-14-[(3~{S},6~{R},8~{a}~{S})-1'-[(2~{S})-2-acetamido-3-(2-chlorophenyl)propanoyl]-5-oxidanylidene-spiro[1,2,3,8~{a}-tetrahydroindolizine-6,2'-pyrrolidine]-3-yl]carbonyl-2-oxidanylidene-3,14-diazatricyclo[8.4.0.0^{3,7}]tetradec-8-ene-4-carboxylic acid",7
ccd_mcn,./data/rfd3/ccd_ligands/structures/MCN.cif,MCN,696.501,44,25,"C,H,N,O,P,S",C19 H22 N8 O13 P2 S2,PTERIN CYTOSINE DINUCLEOTIDE,7
