index,pair_id,split,sequence_length,protein_chain_id,ligand_chain_id,rhea_id,uniprot_id,reactant_model,product_model,seq_cluster,structure_cluster,combined_cluster
12,A0A0D4WV12__RHEA-60620,train,279,A,,RHEA:60620,A0A0D4WV12,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0D4WV12__RHEA-60620__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0D4WV12__RHEA-60620__product.cif,4,12,4
13,A0A0D4WV12__RHEA-60616,train,279,A,,RHEA:60616,A0A0D4WV12,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0D4WV12__RHEA-60616__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0D4WV12__RHEA-60616__product.cif,4,13,4
14,A0A0D4WV12__RHEA-60608,train,279,A,,RHEA:60608,A0A0D4WV12,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0D4WV12__RHEA-60608__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0D4WV12__RHEA-60608__product.cif,4,14,4
15,A0A0E3D8M9__RHEA-22408,train,364,A,,RHEA:22408,A0A0E3D8M9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0E3D8M9__RHEA-22408__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0E3D8M9__RHEA-22408__product.cif,5,15,5
16,A0A0E3D8M9__RHEA-19361,train,364,A,,RHEA:19361,A0A0E3D8M9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0E3D8M9__RHEA-19361__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0E3D8M9__RHEA-19361__product.cif,5,16,5
17,A0A0E3D8M9__RHEA-17653,train,364,A,,RHEA:17653,A0A0E3D8M9,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0E3D8M9__RHEA-17653__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0E3D8M9__RHEA-17653__product.cif,5,17,5
18,A0A0E3D8P4__RHEA-22408,train,341,A,,RHEA:22408,A0A0E3D8P4,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0E3D8P4__RHEA-22408__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0E3D8P4__RHEA-22408__product.cif,6,18,6
19,A0A0E3D8P4__RHEA-19361,train,341,A,,RHEA:19361,A0A0E3D8P4,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0E3D8P4__RHEA-19361__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0E3D8P4__RHEA-19361__product.cif,6,19,6
20,A0A0E3D8P4__RHEA-17653,train,341,A,,RHEA:17653,A0A0E3D8P4,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0E3D8P4__RHEA-17653__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0E3D8P4__RHEA-17653__product.cif,6,20,6
21,A0A0H2V871__RHEA-60384,train,318,A,,RHEA:60384,A0A0H2V871,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0H2V871__RHEA-60384__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0H2V871__RHEA-60384__product.cif,7,21,7
22,A0A0H2Z7X0__RHEA-24898,train,435,A,,RHEA:24898,A0A0H2Z7X0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0H2Z7X0__RHEA-24898__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0H2Z7X0__RHEA-24898__product.cif,8,22,8
23,A0A0H3JN63__RHEA-15889,train,243,A,,RHEA:15889,A0A0H3JN63,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0H3JN63__RHEA-15889__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0H3JN63__RHEA-15889__product.cif,9,23,9
24,A0A0H3JUU7__RHEA-59488,train,437,A,,RHEA:59488,A0A0H3JUU7,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0H3JUU7__RHEA-59488__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0H3JUU7__RHEA-59488__product.cif,10,24,10
25,A0A0H5BMX5__RHEA-38655,train,440,A,,RHEA:38655,A0A0H5BMX5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0H5BMX5__RHEA-38655__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0H5BMX5__RHEA-38655__product.cif,11,25,11
26,A0A0J5ZXG5__RHEA-69603,train,229,A,,RHEA:69603,A0A0J5ZXG5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0J5ZXG5__RHEA-69603__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0J5ZXG5__RHEA-69603__product.cif,12,26,12
27,A0A0P0ZBS7__RHEA-10196,train,375,A,,RHEA:10196,A0A0P0ZBS7,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P0ZBS7__RHEA-10196__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P0ZBS7__RHEA-10196__product.cif,13,27,13
28,A0A0P0ZBS7__RHEA-59960,train,375,A,B,RHEA:59960,A0A0P0ZBS7,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P0ZBS7__RHEA-59960__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P0ZBS7__RHEA-59960__product.cif,13,27,13
29,A0A0P6JG37__RHEA-41291,test,395,A,,RHEA:41291,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-41291__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-41291__product.cif,14,28,14
30,A0A0P6JG37__RHEA-41287,test,395,A,,RHEA:41287,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-41287__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-41287__product.cif,14,29,14
31,A0A0P6JG37__RHEA-38891,test,395,A,,RHEA:38891,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-38891__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-38891__product.cif,14,30,14
32,A0A0P6JG37__RHEA-41279,test,395,A,,RHEA:41279,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-41279__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-41279__product.cif,14,31,14
33,A0A0P6JG37__RHEA-41303,test,395,A,,RHEA:41303,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-41303__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-41303__product.cif,14,32,14
34,A0A0P6JG37__RHEA-45448,test,395,A,,RHEA:45448,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-45448__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-45448__product.cif,14,33,14
35,A0A0P6JG37__RHEA-58484,test,395,A,,RHEA:58484,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-58484__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-58484__product.cif,14,34,14
36,A0A0P6JG37__RHEA-41295,test,395,A,,RHEA:41295,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-41295__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-41295__product.cif,14,35,14
37,A0A0P6JG37__RHEA-45092,test,395,A,,RHEA:45092,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-45092__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-45092__product.cif,14,36,14
38,A0A0P6JG37__RHEA-41299,test,395,A,,RHEA:41299,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-41299__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-41299__product.cif,14,37,14
39,A0A0P6JG37__RHEA-45456,test,395,A,,RHEA:45456,A0A0P6JG37,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0P6JG37__RHEA-45456__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0P6JG37__RHEA-45456__product.cif,14,38,14
40,A0A0R6Y3I5__RHEA-14877,train,263,A,,RHEA:14877,A0A0R6Y3I5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0R6Y3I5__RHEA-14877__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0R6Y3I5__RHEA-14877__product.cif,15,39,15
41,A0A0U3BRC5__RHEA-25694,train,364,A,,RHEA:25694,A0A0U3BRC5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0U3BRC5__RHEA-25694__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0U3BRC5__RHEA-25694__product.cif,16,40,16
42,A0A0U3BRC5__RHEA-66852,train,364,A,,RHEA:66852,A0A0U3BRC5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0U3BRC5__RHEA-66852__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0U3BRC5__RHEA-66852__product.cif,16,41,16
43,A0A0U3BRC5__RHEA-66856,train,364,A,,RHEA:66856,A0A0U3BRC5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0U3BRC5__RHEA-66856__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0U3BRC5__RHEA-66856__product.cif,16,42,16
44,A0A0U3BRC5__RHEA-66860,train,364,A,,RHEA:66860,A0A0U3BRC5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A0U3BRC5__RHEA-66860__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A0U3BRC5__RHEA-66860__product.cif,16,43,16
45,A0A140JWS2__RHEA-22408,train,356,A,,RHEA:22408,A0A140JWS2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A140JWS2__RHEA-22408__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A140JWS2__RHEA-22408__product.cif,17,44,17
46,A0A140JWS2__RHEA-19361,train,356,A,,RHEA:19361,A0A140JWS2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A140JWS2__RHEA-19361__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A140JWS2__RHEA-19361__product.cif,17,45,17
47,A0A140JWS2__RHEA-17653,train,356,A,,RHEA:17653,A0A140JWS2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A140JWS2__RHEA-17653__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A140JWS2__RHEA-17653__product.cif,17,46,17
48,A0A144A134__RHEA-27718,train,444,A,,RHEA:27718,A0A144A134,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A144A134__RHEA-27718__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A144A134__RHEA-27718__product.cif,18,47,18
49,A0A166U5H3__RHEA-11808,train,359,A,,RHEA:11808,A0A166U5H3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A166U5H3__RHEA-11808__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A166U5H3__RHEA-11808__product.cif,19,48,19
50,A0A172J1V3__RHEA-72635,train,341,A,,RHEA:72635,A0A172J1V3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A172J1V3__RHEA-72635__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A172J1V3__RHEA-72635__product.cif,20,49,20
51,A0A172J1V3__RHEA-72639,train,341,A,,RHEA:72639,A0A172J1V3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A172J1V3__RHEA-72639__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A172J1V3__RHEA-72639__product.cif,20,49,20
52,A0A172J1V3__RHEA-72643,train,341,A,,RHEA:72643,A0A172J1V3,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A172J1V3__RHEA-72643__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A172J1V3__RHEA-72643__product.cif,20,49,20
53,A0A172U6X0__RHEA-53268,train,286,A,B,RHEA:53268,A0A172U6X0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A172U6X0__RHEA-53268__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A172U6X0__RHEA-53268__product.cif,21,50,21
54,A0A172U6X0__RHEA-51544,train,286,A,B,RHEA:51544,A0A172U6X0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A172U6X0__RHEA-51544__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A172U6X0__RHEA-51544__product.cif,21,51,21
55,A0A172U6X0__RHEA-42360,train,286,A,B,RHEA:42360,A0A172U6X0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A172U6X0__RHEA-42360__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A172U6X0__RHEA-42360__product.cif,21,50,21
56,A0A172U6X0__RHEA-61780,train,286,A,B,RHEA:61780,A0A172U6X0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A172U6X0__RHEA-61780__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A172U6X0__RHEA-61780__product.cif,21,50,21
57,A0A172U6X0__RHEA-43048,train,286,A,B,RHEA:43048,A0A172U6X0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A172U6X0__RHEA-43048__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A172U6X0__RHEA-43048__product.cif,21,50,21
58,A0A1E1FFL0__RHEA-65184,train,301,A,,RHEA:65184,A0A1E1FFL0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1E1FFL0__RHEA-65184__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1E1FFL0__RHEA-65184__product.cif,22,52,22
59,A0A1E1FFL0__RHEA-65188,train,301,A,,RHEA:65188,A0A1E1FFL0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1E1FFL0__RHEA-65188__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1E1FFL0__RHEA-65188__product.cif,22,53,22
60,A0A1E1FFL0__RHEA-65192,train,301,A,,RHEA:65192,A0A1E1FFL0,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1E1FFL0__RHEA-65192__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1E1FFL0__RHEA-65192__product.cif,22,54,22
61,A0A1E3P8S6__RHEA-55972,train,391,A,,RHEA:55972,A0A1E3P8S6,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1E3P8S6__RHEA-55972__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1E3P8S6__RHEA-55972__product.cif,23,55,23
62,A0A1L5YRA2__RHEA-18585,train,248,A,B,RHEA:18585,A0A1L5YRA2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1L5YRA2__RHEA-18585__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1L5YRA2__RHEA-18585__product.cif,24,56,24
63,A0A1L5YRA2__RHEA-17937,train,248,A,,RHEA:17937,A0A1L5YRA2,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1L5YRA2__RHEA-17937__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1L5YRA2__RHEA-17937__product.cif,24,57,24
64,A0A1L7NQ96__RHEA-53268,train,289,A,B,RHEA:53268,A0A1L7NQ96,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1L7NQ96__RHEA-53268__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1L7NQ96__RHEA-53268__product.cif,25,58,25
65,A0A1L7NQ96__RHEA-42360,train,289,A,B,RHEA:42360,A0A1L7NQ96,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1L7NQ96__RHEA-42360__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1L7NQ96__RHEA-42360__product.cif,25,58,25
66,A0A1L7NQ96__RHEA-61780,train,289,A,B,RHEA:61780,A0A1L7NQ96,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1L7NQ96__RHEA-61780__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1L7NQ96__RHEA-61780__product.cif,25,58,25
67,A0A1L7NQ96__RHEA-51544,train,289,A,B,RHEA:51544,A0A1L7NQ96,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1L7NQ96__RHEA-51544__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1L7NQ96__RHEA-51544__product.cif,25,58,25
68,A0A1L7NQ96__RHEA-61784,train,289,A,B,RHEA:61784,A0A1L7NQ96,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1L7NQ96__RHEA-61784__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1L7NQ96__RHEA-61784__product.cif,25,58,25
69,A0A1L7NQ96__RHEA-43048,train,289,A,B,RHEA:43048,A0A1L7NQ96,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1L7NQ96__RHEA-43048__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1L7NQ96__RHEA-43048__product.cif,25,58,25
70,A0A1U8QLG8__RHEA-22408,train,397,A,,RHEA:22408,A0A1U8QLG8,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1U8QLG8__RHEA-22408__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1U8QLG8__RHEA-22408__product.cif,26,59,26
71,A0A1U8QLG8__RHEA-19361,train,397,A,,RHEA:19361,A0A1U8QLG8,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1U8QLG8__RHEA-19361__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1U8QLG8__RHEA-19361__product.cif,26,59,26
72,A0A1U8QLG8__RHEA-17653,train,397,A,,RHEA:17653,A0A1U8QLG8,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A1U8QLG8__RHEA-17653__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A1U8QLG8__RHEA-17653__product.cif,26,59,26
73,A0A2I6PJ05__RHEA-22408,train,384,A,,RHEA:22408,A0A2I6PJ05,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A2I6PJ05__RHEA-22408__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A2I6PJ05__RHEA-22408__product.cif,27,60,27
74,A0A2I6PJ05__RHEA-19361,train,384,A,,RHEA:19361,A0A2I6PJ05,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A2I6PJ05__RHEA-19361__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A2I6PJ05__RHEA-19361__product.cif,27,61,27
75,A0A2I6PJ05__RHEA-17653,train,384,A,,RHEA:17653,A0A2I6PJ05,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A2I6PJ05__RHEA-17653__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A2I6PJ05__RHEA-17653__product.cif,27,62,27
76,A0A2K8FQU5__RHEA-61068,train,436,A,,RHEA:61068,A0A2K8FQU5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A2K8FQU5__RHEA-61068__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A2K8FQU5__RHEA-61068__product.cif,28,63,28
77,A0A2K8FQU5__RHEA-61072,train,436,A,,RHEA:61072,A0A2K8FQU5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A2K8FQU5__RHEA-61072__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A2K8FQU5__RHEA-61072__product.cif,28,64,28
78,A0A2K8FQU5__RHEA-61076,train,436,A,,RHEA:61076,A0A2K8FQU5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A2K8FQU5__RHEA-61076__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A2K8FQU5__RHEA-61076__product.cif,28,65,28
79,A0A2L0VXR5__RHEA-22408,train,350,A,,RHEA:22408,A0A2L0VXR5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A2L0VXR5__RHEA-22408__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A2L0VXR5__RHEA-22408__product.cif,29,66,29
80,A0A2L0VXR5__RHEA-19361,train,350,A,,RHEA:19361,A0A2L0VXR5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A2L0VXR5__RHEA-19361__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A2L0VXR5__RHEA-19361__product.cif,29,67,29
81,A0A2L0VXR5__RHEA-17653,train,350,A,,RHEA:17653,A0A2L0VXR5,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/reactant/A0A2L0VXR5__RHEA-17653__reactant.cif,rfd3-data/rf3_reactzyme_catalyst_gt/endpoints/product/A0A2L0VXR5__RHEA-17653__product.cif,29,68,29
